"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Middle East & North Africa (excluding high income)","MNA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1.76047444986241","2.82849414284126","36.563573046942","44.6764552438937","49.2252573649331","56.926145417439","51.5993226628094","63.244225192145","69.9859919935949","73.7317490522384","75.6321348412183","76.2297743610352","83.3498477619599","87.9966442753368","87.4327098691533","88.1756058784401","89.7924861945389","91.1571455507373","90.8959297329552","89.3104675519647","84.9584443200582","89.2708635410492","87.3453880515063","86.5892038096145","87.8702867630843","88.9582094055932","89.0979839431003","89.3583965564899","86.2649052991144","86.3714980257942","88.3679590098244","",
"Montenegro","MNE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","93","87","90","91","90","90","87","82","75","73","72","62","52","51","45","",
"Mongolia","MNG","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","47","69","67","88","93","88","91","92","93","95","98","98","98","98","98","98","96","97","96","99","99","98","99","99","99","99","99","98","96","95","95","",
"Northern Mariana Islands","MNP","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","76","76","76","75","75","75","75","74","74","78","81","85","88","88","88","88","88","88","79","61","61","",
"Mauritania","MRT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","68","74","74","64","64","75","80","80","81","73","74","76","77","80","72","68","76","",
"Mauritius","MUS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","85","88","92","88","97","98","97","97","97","99","99","99","98","98","98","97","97","72","96","97","97","93","92","95","",
"Malawi","MWI","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","84","89","93","99","87","91","93","93","97","96","89","91","88","84","88","92","95","94","93","86","",
"Malaysia","MYS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","86","89","86","86","94","96","96","97","96","96","97","95","95","95","94","96","95","96","97","96","96","96","97","96","96","99","98","98","99","97","99","94","96","",
"North America","NAC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","14.5148455869131","38.1275318234542","61.7542469106526","74.4718474926096","76.398877437347","79.4115329555952","80.5932990773953","82.5764049307279","81.8547644648701","81.1680474637566","86.0007917454538","85.941593395369","86.8018825723044","86.7593000433791","86.7095140239804","88.6390764280684","87.8073281016899","88.8978486949394","89.1759957306366","88.2644796189521","87.8634381098089","88.7592301533305","89.983444095284","90.9838729565352","89.244230264689","89.238172931336","90.3790596842897","90.373999838627","91.2706292468275","92.0753700186958","",
"Namibia","NAM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","82","84","89","88","92","85","88","89","87","93","94","84","",
"New Caledonia","NCL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","70","75","71","73","81","84","80","85","79","81","81","82","84","",
"Nigeria","NGA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","27","42","41","63","49","45","42","43","43","42","53","55","61","66","62","62","62","",
"Nicaragua","NIC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","83","87","85","86","79","86","88","93","97","98","98","98","98","98","98","98","98","98","98","98","92","87","92","",
"Netherlands","NLD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","51","94","94","93","92","92","92","93","93","88","",
"Norway","NOR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","97","96","96","",
"Nepal","NPL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","27","41","69","82","82","89","82","92","90","92","92","91","87","90","91","93","84","91","90","",
"Nauru","NRU","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","90","99","79","57","72","86","29","62","58","95","75","77","78","80","99","99","99","99","99","99","79","87","95","91","97","87","90","96","95","98","98","",
"New Zealand","NZL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","74","81","88","94","99","87","89","90","90","89","89","88","87","87","88","90","93","90","95","93","93","93","92","92","94","93","92","92","90","89","",
"OECD members","OED","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","3.21205279359801","3.92180127582687","8.42827301736642","15.5158581088004","30.7829813289268","38.5374500978474","40.8535482454085","43.1833649184997","44.1223277360032","65.2696303278877","67.4905048736179","67.9703525261506","69.9691643447892","71.3878641514719","72.8474381287765","74.1901118431724","75.1498454357333","75.4522526081515","75.1960726251103","75.9048624268831","77.7689082465304","78.1946294649567","76.2594316040001","77.3158328083881","77.0901674898221","78.5537882263359","75.1564173883678","75.3774684573163","86.819362334907","88.8690687463642","89.4111577759682","90.2194005714229","",
"Oman","OMN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","99","96","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","99","99","98","98","99","99","99","99","99","99","99","99","99","",
"Other small states","OSS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1.67369491477212","10.9021475545777","5.53193558309602","12.4185761213299","13.7268458824721","24.3699963226921","29.7156270333751","35.1690796585975","36.373064440525","37.8890013732095","38.291059133153","38.5914061734539","37.2650152059618","42.2861380803135","51.1102783325346","56.2012686153609","58.700347997106","61.6062745974172","69.1121153795923","75.2549826399879","81.6240575087439","82.6229345365448","84.7349623772322","85.0561956877418","86.0940728835486","86.4025624863131","85.1932385700336","85.3580582042259","85.8121101283889","84.746420628833","82.2730419413311","81.9936172139504","79.7621260292437","",
"Pakistan","PAK","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","62","65","60","54","53","52","52","63","64","65","69","72","75","75","80","84","80","83","85","",
"Panama","PAN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","95","92","88","85","86","85","94","87","85","80","80","73","86","81","88","88","74","87","87","",
"Peru","PER","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","92","94","94","93","93","93","93","91","95","88","88","90","89","89","88","88","72","82","82","",
"Philippines","PHL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","35","31","30","32","7","45","42","52","48","49","77","87","87","88","88","89","89","84","79","74","84","80","75","71","71","57","72","",
"Palau","PLW","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","75","94","73","99","99","90","96","96","96","98","99","99","98","98","98","91","92","69","80","91","89","99","99","90","98","98","98","98","93","96","95","",
"Papua New Guinea","PNG","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","19","12","7","20","23","43","44","47","54","57","59","60","67","60","63","69","58","55","64","55","58","57","59","52","49","46","36","35","35","39","31","36","",
"Poland","POL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","4","23","56","97","99","99","99","95","98","97","98","98","98","98","98","98","98","98","97","96","96","96","95","93","91","91","90","90","90","",
"Pre-demographic dividend","PRE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.208756459537173","0","0.152483220716997","1.81121399199001","2.59586176254375","1.13978923432835","2.89268777107631","0.367306373821586","2.38057859215371","2.98742109771334","4.04292672265335","21.5368701982494","25.5608750939353","28.6258974228524","38.7755987547415","44.6767827975527","60.3586855583849","62.3566673432296","71.0072539080719","67.5842863202013","67.9782831872101","67.3731435413197","68.1007494393778","68.8636121951811","69.250389218413","72.1266124987749","72.7681479651553","75.0476584913679","76.0875888269374","72.7854585180411","71.1744274470215","71.8867350199622","",
"Puerto Rico","PRI","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","98","92","96","92","92","93","93","94","96","93","93","96","96","97","97","97","97","41","0","",
"Portugal","PRT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","34","49","64","61","58","70","82","94","94","94","97","97","97","96","97","97","98","98","98","98","98","98","98","98","99","99","99","",
"Paraguay","PRY","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","90","92","92","86","87","85","91","91","91","90","93","92","92","91","88","86","79","70","69","",
"West Bank and Gaza","PSE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","91","99","91","90","95","92","91","97","96","99","97","98","96","97","98","99","99","99","99","99","99","99","99","99","98","95","99","",
"Pacific island small states","PSS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","2.82280583899198","11.6740882813277","14.5720707330036","20.1702597774359","65.1727516217154","66.5624922207009","75.5645187080269","88.0531188048711","87.3380322665961","87.2599338770112","87.4017041244752","87.0799126752876","88.1727570101632","86.0138700594431","86.2773794679967","83.608246623484","83.0600932939616","88.3546204325511","87.8570887131415","84.2083295255344","88.334031508222","88.6780409408938","90.7882223701197","91.1016106676863","89.539783052031","86.5802753378645","88.8877813303241","89.0839583610327","85.20251437176","84.9297995285808","91.7116583368316","92.4247894294371","87.0735309296768","87.5527085220321","",
"Post-demographic dividend","PST","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.310708001395428","4.97109422973589","5.37029813373853","12.8786675255998","22.673764685567","37.9681514134148","45.8053977783385","47.7569664381082","51.8118016696574","53.0180845384694","55.3555122405819","58.2067896127066","60.8159432960331","63.6025352957887","65.8778364087591","66.9687785126939","67.1727126438699","67.2158854980001","68.2698821730773","67.4861037582051","67.8118222484004","68.1730776077523","69.169956574782","69.7643152206792","69.8098254641742","70.7816512158816","71.7880527005251","72.8563375332489","73.9411610288429","89.9703203553218","89.622738951808","90.1049284838664","89.8159123124942","",
"French Polynesia","PYF","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","89","93","90","90","90","90","92","92","89","93","98","93","97","97","96","94","97","99","97","93","93","97","89","99","98","97","98","98","89","98","98","",
"Romania","ROU","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","98","98","99","98","99","98","99","99","97","95","98","96","96","96","94","90","90","92","93","90","87","86","85","",
"Russian Federation","RUS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","81","94","96","97","98","98","98","98","97","97","97","97","97","97","97","97","97","97","97","97","97","",
"Rwanda","RWA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","96","89","95","99","97","97","97","97","97","98","98","98","98","98","98","97","98","91","88","98","",
"South Asia","SAS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00497360218156659","0.0142675277091947","0.0171931041950732","0.0269300137146501","0.0460518549971965","0.0422726953983393","0.0520586487164561","0.0541209426033527","0.0495914100405555","0.0461153348197032","9.40277849995466","15.072380405882","20.7861650314701","23.044787674739","25.0455536196624","41.3061067451093","46.9002871509896","47.2198221549866","53.4780868512884","73.6644132314858","71.7967002769198","78.7014697298416","84.8233829979979","85.9810196409738","86.7087266200403","88.4368059296336","89.803815845415","84.7733639004679","85.2487853342881","91.0415279667843","",
"Saudi Arabia","SAU","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","86","89","93","94","93","92","91","95","92","93","95","97","95","96","97","96","96","98","98","98","98","98","98","98","98","98","98","97","96","95","97","98","",
"Sudan","SDN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","60","78","78","72","75","93","92","93","94","93","93","95","93","93","90","84","84","",
"Senegal","SEN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","84","89","94","88","86","89","92","91","92","89","89","93","93","92","95","91","85","88","",
"Singapore","SGP","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","76","78","90","94","96","96","97","96","96","97","95","95","95","94","96","95","96","97","96","96","96","97","97","96","96","96","96","97","96","97","97","96","",
"Solomon Islands","SLB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","65","68","97","73","75","79","81","83","75","79","81","83","99","90","89","91","87","92","92","83","77","87","94","83","85","94","94","87","89","",
"Sierra Leone","SLE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","77","84","86","89","91","92","83","86","84","90","93","95","91","92","91","",
"El Salvador","SLV","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","99","75","81","94","90","89","96","99","98","91","89","89","92","92","94","94","98","92","89","90","76","78","75","",
"San Marino","SMR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","98","98","98","98","97","97","97","97","96","96","96","95","95","92","91","91","89","89","92","88","83","83","84","86","82","78","87","89","90","91","",
"Somalia","SOM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","42","42","42","42","42","42","42","",
"Serbia","SRB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","65","93","99","93","93","89","94","97","91","92","94","91","93","91","94","87","89","92","",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.170173684446898","0","0.126036582652168","0.129207990692857","0.369591906904885","0.574176454693212","4.34682033095347","4.2449157067997","4.11443695342972","4.73755081731088","5.4622279304493","23.5811304578424","27.2032871340431","30.0510080513348","39.1089178323572","44.7597903159438","61.4594200329875","63.033468779723","70.6526755748603","68.5330077369145","69.0697604059597","68.5793840329458","68.9756843226707","70.4226023721709","70.6088252127853","73.3776287531156","73.8843951323606","75.2848777920932","76.4610812640039","73.9676618124044","72.1245381923255","72.2462981638716","",
"South Sudan","SSD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","45","52","59","61","67","69","73","",
"Sub-Saharan Africa","SSF","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.170160154001865","0","0.126026924659313","0.129198286515802","0.377063856296678","0.581112980639757","4.35335525781419","4.25112221003543","4.12017913345554","4.7429883789158","5.46746386150197","23.5853456061286","27.2072484814646","30.0548094232091","39.1121549693499","44.7627500737606","61.4614496585173","63.0353817602208","70.6541622826606","68.534674906087","69.0713061300722","68.5808739916907","68.9771952257","70.4240393371183","70.6100909309789","73.3787060879165","73.8855115499811","75.2860305391623","76.4621546023252","73.9687186045523","72.1255045305901","72.2473525046929","",
"Small states","SST","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.250310726004064","2.15648257718361","8.85171296609347","5.55039239412518","14.0281329093387","15.0747559745377","23.4518003364007","28.3683863707933","32.3951111149305","33.5164235397489","34.6803962311468","35.8494193432227","39.7229664689667","39.8219530493378","48.269130294283","59.3861274315686","64.5281806821494","66.3243731243109","68.2989223028108","73.61846245244","78.74818986023","83.7952560928731","84.4683906681328","86.4014777938597","86.3920144149656","86.8684406290978","87.1334223789551","86.7385747768367","85.9022364082925","86.8638512754768","86.3307147676204","83.775747335632","83.1490009993542","81.8054683812631","",
"Sao Tome and Principe","STP","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","70","96","75","87","99","98","98","96","96","97","95","96","96","95","95","95","96","97","97","",
"Suriname","SUR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","84","84","84","87","84","80","76","76","71","73","77","67","81","77","51","72","77","",
"Slovak Republic","SVK","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","99","99","99","99","99","99","99","99","99","99","99","99","98","97","96","96","96","96","97","97","97","97","",
"Slovenia","SVN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","89","",
"Sweden","SWE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","30","35","42","53","67","76","92","97","97","98","94","",
"Eswatini","SWZ","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","76","78","81","83","86","88","90","93","95","93","92","90","88","89","91","95","98","98","90","90","90","90","90","83","77","97","",
"Sint Maarten (Dutch part)","SXM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","98","97","96","99","97","95","98","99","99","99","99","99","99","98","99","99","98","98","99","97","96","97","99","99","97","94","97","",
"Syrian Arab Republic","SYR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","23","64","74","75","76","77","78","79","80","80","81","82","83","83","83","83","84","84","66","43","71","47","41","42","48","47","54","49","48","46","",
"Turks and Caicos Islands","TCA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","24","39","33","40","39","36","42","41","41","46","50","52","58","60","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.869748564660896","1.1789792672119","1.23862678330769","5.19212549230342","9.21665809273904","9.857740134263","14.8455203489042","17.0296061203568","17.7803757042966","19.979270907038","20.6628044682273","52.4659997331989","57.8689458183035","60.6363952183906","69.01995867039","72.86531707942","76.9552056086873","84.9344198330202","86.9241272038866","91.019764127388","94.1577054790869","94.0796942061016","92.6090763617909","94.082101640586","93.401146927187","94.5478876344568","93.6731722980857","94.3424994423322","93.9368305649285","92.691760666634","92.7013697899222","91.0008794376135","84.7019441959235","90.7894000264229","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05923578276776","1.35394150007168","2.62405361867369","4.07444121824056","10.7664465209732","13.3519422134959","15.8103436003745","17.6800062649746","38.607401189379","51.1078706262912","73.2803514120169","81.1084708610005","88.8816062178071","91.2086722463113","91.457010334838","95.137330064196","93.3666372096724","93.0633320906099","92.3977460796318","90.5082726438481","92.5677557984833","92.945189622839","90.6347256036665","91.1857499949197","90.9786454777063","93.3704278709433","94.5484868088739","95.1019254570017","93.470496048828","93.8692997659803","94.2790475530982","",
"Togo","TGO","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","78","83","85","84","84","84","82","82","83","81","84","82","83","82","",
"Thailand","THA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","58","66","93","93","94","95","95","95","95","95","96","96","96","96","96","98","98","98","98","98","99","99","99","99","99","97","97","97","97","97","",
"Tajikistan","TJK","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","58","81","81","88","84","86","93","93","96","94","96","97","96","97","96","96","97","97","97","97","",
"Turkmenistan","TKM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","97","96","99","98","98","96","97","96","97","98","98","97","99","98","99","99","99","99","97","98","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1.24633510102058","8.69180374724523","12.124524631868","9.07826519416216","11.7215580226405","35.902621272396","64.7707191892793","67.8755118751773","72.9038469309596","82.2739390194271","84.81941127824","90.2792167578854","91.4777577425179","90.6850511195962","89.7471993641381","92.0582369752483","90.2608178520389","91.0490535036722","91.7025966389615","89.4175523678988","88.7439276846538","87.3833658117629","86.9989355890284","78.6277729734404","79.0268095293848","74.4535943859242","76.2946580722926","75.0954305204448","78.6867336017038","",
"Timor-Leste","TLS","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","72","72","67","83","82","77","76","79","83","83","90","86","86","86","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","1.76047444986241","2.86784670411571","37.0936550303378","43.9436857372757","48.561772401321","56.2314488664313","50.933836130053","62.7851582959233","69.5505282031394","73.4124917406677","75.3642288084401","75.8686508213147","83.1324101546414","87.8101766031788","87.2719114749996","88.0125821265778","89.6917495765589","91.0640660059308","90.7833328152606","89.1568177578867","84.7373381725975","89.1204953247816","87.1679360429984","86.3999391500775","87.6966411031149","88.7970973115898","88.9376022618482","89.201863025287","86.0711264763552","86.2266748551548","88.1880170146857","",
"Tonga","TON","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","88","82","96","90","91","94","95","96","93","97","96","95","93","99","99","99","99","98","99","99","99","95","99","98","96","96","99","99","99","99","99","99","",
