Country,Year,Life expectancy,Adult mortality,Infant deaths,Alcohol,Percentage expenditure,Hepatitis B,Measles,BMI,Polio,Total expenditure,Diphtheria,HIV/AIDS,Thinness 1-19 years,Income composition of resources,Schooling
Malaysia,2003,73.1,138.0,1.3862943611198906,0.48,5.580671318115082,95.0,6.450470422144176,28.8,96.0,3.95,96.0,0.09531017980432493,9.3,0.724,12.1
Malaysia,2004,73.2,137.0,1.3862943611198906,0.49,5.757841060731299,94.0,8.653470809708786,29.8,95.0,3.74,95.0,0.09531017980432493,9.2,0.731,12.7
Malaysia,2005,73.4,135.0,1.3862943611198906,0.46,5.699076027689388,96.0,7.249925536717988,3.7,96.0,3.29,96.0,0.09531017980432493,9.0,0.734,12.9
Malaysia,2006,73.6,134.0,1.3862943611198906,0.42,5.90512039601909,95.0,6.336825731146441,31.6,95.0,3.65,95.0,0.09531017980432493,8.8,0.732,12.7
Malaysia,2007,73.7,133.0,1.3862943611198906,0.43,6.018547598613997,96.0,5.978885764901122,32.5,97.0,3.61,97.0,0.09531017980432493,8.7,0.736,12.3
Malaysia,2008,73.8,132.0,1.3862943611198906,0.47,6.085528317284632,97.0,5.814130531825066,33.4,97.0,3.47,97.0,0.09531017980432493,8.5,0.747,12.5
Malaysia,2009,74.0,131.0,1.3862943611198906,0.47,6.069686938703342,96.0,5.0369526024136295,34.4,97.0,3.97,97.0,0.09531017980432493,8.3,0.756,12.6
Malaysia,2010,74.1,131.0,1.3862943611198906,0.49,4.198202899474689,96.0,4.30406509320417,35.3,96.0,3.99,96.0,0.09531017980432493,8.2,0.764,12.8
Malaysia,2011,74.3,13.0,1.3862943611198906,0.51,2.32532715278525,96.0,7.358830898342354,36.3,96.0,3.89,96.0,0.09531017980432493,8.0,0.774,13.0
Malaysia,2012,74.5,129.0,1.3862943611198906,0.53,4.630928035889734,97.0,7.533158807455563,37.4,97.0,4.1,97.0,0.09531017980432493,7.9,0.776,12.9
Malaysia,2013,74.6,128.0,1.3862943611198906,0.53,4.715619471764511,96.0,5.278114659230517,38.5,97.0,4.2,97.0,0.09531017980432493,7.8,0.779,12.9
Malaysia,2014,74.8,126.0,1.6094379124341003,0.52,6.582531303290787,96.0,5.402677381872279,39.5,97.0,4.17,97.0,0.09531017980432493,7.6,0.783,13.0
Maldives,2000,69.6,139.0,0.0,1.83,5.7076486666284225,96.0,3.044522437723423,15.2,98.0,8.0,98.0,0.09531017980432493,14.8,0.577,11.3
Maldives,2001,78.0,129.0,0.0,1.98,3.7449499103842836,98.0,0.0,15.6,97.0,5.84,98.0,0.09531017980432493,14.7,0.587,11.8
Maldives,2002,71.8,124.0,0.0,1.95,1.6675281993232343,98.0,6.831953565565855,16.2,98.0,5.78,98.0,0.09531017980432493,14.6,0.597,12.0
Maldives,2003,72.7,112.0,0.0,1.75,6.199490177963379,98.0,4.330733340286331,16.7,98.0,5.9,98.0,0.09531017980432493,14.6,0.601,11.8
Maldives,2004,73.4,16.0,0.0,1.6,6.418217056487087,97.0,3.6375861597263857,17.3,96.0,5.89,96.0,0.09531017980432493,14.5,0.617,12.2
Maldives,2005,74.3,93.0,0.0,1.47,6.432862743927902,98.0,7.241366283322318,18.0,98.0,9.52,98.0,0.09531017980432493,14.4,0.625,12.1
Maldives,2006,75.0,88.0,0.0,1.62,6.49352675173933,98.0,3.871201010907891,18.7,98.0,7.37,98.0,0.09531017980432493,14.3,0.622,12.0
Maldives,2007,75.4,82.0,0.0,1.78,2.013767522508313,98.0,3.044522437723423,19.5,98.0,6.64,98.0,0.09531017980432493,14.3,0.632,11.9
Maldives,2008,75.9,81.0,0.0,1.76,6.983523101108116,98.0,0.0,2.3,98.0,9.3,98.0,0.09531017980432493,14.2,0.641,11.8
Maldives,2009,76.3,75.0,0.0,1.59,4.620088561585715,98.0,1.9459101490553132,21.2,98.0,9.22,98.0,0.09531017980432493,14.1,0.651,11.8
Maldives,2010,76.7,73.0,0.0,1.83,4.52330610024544,97.0,0.0,22.1,97.0,7.93,96.0,0.09531017980432493,14.0,0.653,11.6
Maldives,2011,77.3,67.0,0.0,1.92,6.985543335454197,96.0,0.0,23.1,96.0,8.11,96.0,0.09531017980432493,13.9,0.663,11.8
Maldives,2012,77.6,65.0,0.0,0.01,7.139613051738394,99.0,0.0,24.1,99.0,9.16,99.0,0.09531017980432493,13.8,0.675,12.1
Maldives,2013,77.9,64.0,0.0,0.01,7.3948564007774085,99.0,0.0,25.1,99.0,11.16,99.0,0.09531017980432493,13.7,0.683,12.4
Maldives,2014,78.2,62.0,0.0,0.01,7.626934961884006,99.0,0.0,26.2,99.0,13.73,99.0,0.09531017980432493,13.6,0.693,12.7
Mali,2000,49.8,37.0,4.110873864173311,0.47,3.2166762571918652,79.0,7.364547014255642,15.6,53.0,6.29,43.0,1.252762968495368,11.0,0.291,4.4
Mali,2001,55.0,34.0,4.110873864173311,0.51,1.685636758914407,79.0,8.4040244933106,16.1,56.0,6.39,49.0,1.2237754316221157,1.8,0.297,4.6
Mali,2002,51.2,31.0,4.110873864173311,0.53,1.542542645150707,79.0,6.576469569048224,16.5,65.0,6.32,61.0,1.1939224684724346,1.5,0.308,4.9
Mali,2003,52.0,299.0,4.0943445622221,0.54,2.03607096073395,79.0,5.4510384535657,17.0,67.0,6.25,63.0,1.1631508098056809,1.3,0.318,5.2
Mali,2004,52.8,296.0,4.07753744390572,0.49,4.062448722071939,73.0,5.153291594497779,17.5,7.0,6.28,69.0,1.0986122886681098,1.1,0.333,5.5
Mali,2005,53.6,29.0,4.060443010546419,0.55,4.114345068795094,83.0,3.5263605246161616,18.0,78.0,6.34,77.0,1.0647107369924282,9.9,0.338,5.8
Mali,2006,54.3,288.0,4.060443010546419,0.53,4.229883205241819,9.0,4.859812404361672,18.5,79.0,6.56,78.0,1.0296194171811581,9.7,0.35,6.1
Mali,2007,55.0,282.0,4.04305126783455,0.55,4.416917080690673,74.0,1.0986122886681098,19.0,76.0,6.97,74.0,0.9932517730102834,9.4,0.363,6.4
Mali,2008,55.5,278.0,4.02535169073515,0.57,4.636100614110914,74.0,4.59511985013459,19.6,74.0,6.74,74.0,0.9555114450274363,9.2,0.36,5.8
Mali,2009,56.0,276.0,4.02535169073515,0.59,4.45008694604512,71.0,7.986164860332727,2.2,77.0,6.85,73.0,0.9555114450274363,9.0,0.385,7.1
Mali,2010,56.5,273.0,4.007333185232471,0.6,2.35949311269911,72.0,7.450079569807499,2.7,77.0,6.35,73.0,0.9162907318741551,8.8,0.396,7.3
Mali,2011,56.8,271.0,4.007333185232471,0.61,4.63289623792369,66.0,3.2188758248682006,21.3,72.0,6.59,66.0,0.9162907318741551,8.5,0.404,7.5
Mali,2012,57.2,27.0,3.9889840465642745,0.01,4.580330035189494,66.0,5.834810737062605,21.9,72.0,6.47,66.0,0.9162907318741551,8.3,0.411,7.7
Mali,2013,57.3,275.0,3.9889840465642745,0.01,3.6339226992843012,69.0,5.402677381872279,22.5,7.0,6.58,69.0,0.9555114450274363,8.1,0.421,8.0
Mali,2014,57.8,272.0,3.970291913552122,0.01,3.862040782158501,73.0,5.673323267171493,23.2,74.0,6.86,73.0,0.9555114450274363,7.9,0.43,8.2
Malta,2000,77.5,8.0,0.0,5.59,4.907898927161291,89.0,1.0986122886681098,62.3,94.0,6.83,94.0,0.09531017980432493,0.8,0.779,13.8
Malta,2001,77.8,79.0,0.0,5.62,4.875312118901949,89.0,1.0986122886681098,62.8,95.0,7.11,95.0,0.09531017980432493,0.7,0.783,13.7
Malta,2002,78.2,75.0,0.0,5.73,7.348420482870309,89.0,2.0794415416798357,63.4,95.0,7.86,95.0,0.09531017980432493,0.7,0.786,13.8
Malta,2003,78.5,71.0,0.0,6.7,7.426187562417589,89.0,1.6094379124341003,63.9,94.0,8.6,94.0,0.09531017980432493,0.7,0.79,13.8
Malta,2004,78.7,69.0,0.0,6.53,5.319666590873676,85.0,1.6094379124341003,64.5,89.0,8.46,89.0,0.09531017980432493,0.7,0.797,14.2
Malta,2005,79.0,67.0,0.0,6.41,7.71781208811174,85.0,1.9459101490553132,65.0,94.0,8.83,92.0,0.09531017980432493,0.7,0.805,14.8
Malta,2006,79.3,66.0,0.0,8.84,7.775569711746069,86.0,0.6931471805599453,65.6,83.0,8.93,85.0,0.09531017980432493,0.7,0.809,14.8
Malta,2007,79.6,65.0,0.0,7.45,7.855501387831374,82.0,1.0986122886681098,66.1,76.0,8.36,74.0,0.09531017980432493,0.7,0.808,14.4
Malta,2008,80.0,64.0,0.0,7.14,7.8847924827545866,86.0,0.6931471805599453,66.6,72.0,8.15,72.0,0.09531017980432493,0.7,0.813,14.6
Malta,2009,82.0,63.0,0.0,7.38,5.818651808269174,86.0,0.6931471805599453,67.1,73.0,8.33,73.0,0.09531017980432493,0.8,0.815,14.4
Malta,2010,83.0,62.0,0.0,7.91,5.631458006344329,75.0,0.0,67.6,76.0,8.3,76.0,0.09531017980432493,0.8,0.819,14.6
Malta,2011,87.0,59.0,0.0,6.91,8.189324327382314,82.0,1.3862943611198906,68.0,96.0,9.6,96.0,0.09531017980432493,0.8,0.826,14.8
Malta,2012,81.0,58.0,0.0,7.67,5.841000299448989,93.0,0.0,68.4,99.0,9.95,99.0,0.09531017980432493,0.8,0.821,14.1
Malta,2013,81.1,57.0,0.0,8.58,5.9277116594129575,94.0,0.0,68.8,99.0,9.89,99.0,0.09531017980432493,0.8,0.828,14.2
Malta,2014,81.4,55.0,0.0,8.49,6.017619564984247,9.0,0.0,69.2,99.0,9.75,99.0,0.09531017980432493,0.8,0.847,14.3
Mauritania,2000,60.0,23.0,2.0794415416798357,0.03,2.2611973376279675,42.0,0.0,21.1,58.0,5.26,51.0,0.7419373447293773,1.9,0.443,6.4
Mauritania,2001,61.0,229.0,2.0794415416798357,0.01,3.3939124105796803,42.0,7.243512974665482,21.7,75.0,4.34,75.0,0.7884573603642703,1.7,0.444,6.5
Mauritania,2002,62.0,228.0,2.0794415416798357,0.02,1.6318236205066794,42.0,6.784457062637643,22.3,91.0,5.31,89.0,0.7884573603642703,1.5,0.446,6.5
Mauritania,2003,63.0,226.0,2.1972245773362196,0.01,3.422753666153954,42.0,8.192016914536875,22.9,75.0,4.53,76.0,0.8329091229351039,1.3,0.447,6.6
Mauritania,2004,64.0,224.0,2.1972245773362196,0.01,1.79238975055904,42.0,8.525161361065415,23.6,68.0,4.7,7.0,0.8329091229351039,1.0,0.451,6.7
Mauritania,2005,66.0,223.0,2.1972245773362196,0.01,4.027525588784179,42.0,4.852030263919617,24.2,71.0,4.21,71.0,0.8329091229351039,9.8,0.461,7.2
Mauritania,2006,69.0,221.0,2.1972245773362196,0.01,4.039507622674332,68.0,3.1354942159291497,24.8,68.0,3.21,68.0,0.8329091229351039,9.6,0.466,7.2
Mauritania,2007,61.2,219.0,2.1972245773362196,0.02,2.122740552261238,74.0,2.4849066497880004,25.5,75.0,3.54,75.0,0.8329091229351039,9.4,0.475,7.4
Mauritania,2008,61.4,217.0,2.1972245773362196,0.02,4.13935995932694,74.0,1.6094379124341003,26.1,73.0,3.23,74.0,0.8329091229351039,9.2,0.475,7.2
Mauritania,2009,61.7,215.0,2.1972245773362196,0.01,2.4969210955891046,64.0,5.777652323222656,26.8,63.0,3.79,64.0,0.7884573603642703,8.9,0.476,7.1
Mauritania,2010,62.0,214.0,2.1972245773362196,0.01,2.23570514464058,64.0,7.164720378771857,27.4,52.0,3.28,64.0,0.7884573603642703,8.7,0.484,7.6
Mauritania,2011,62.2,212.0,2.1972245773362196,0.01,4.385477979924001,75.0,5.459585514144159,28.1,73.0,2.87,75.0,0.7884573603642703,8.5,0.487,7.7
Mauritania,2012,62.5,29.0,2.1972245773362196,0.01,4.150790985471708,8.0,3.58351893845611,28.8,8.0,3.36,8.0,0.7884573603642703,8.3,0.491,7.8
Mauritania,2013,62.7,28.0,2.1972245773362196,0.01,2.290540970868982,8.0,4.143134726391533,29.4,8.0,3.63,8.0,0.7419373447293773,8.1,0.501,8.2
Mauritania,2014,63.0,26.0,2.1972245773362196,0.01,4.405826141490824,84.0,2.70805020110221,3.1,84.0,3.77,84.0,0.6418538861723947,8.0,0.509,8.5
Mauritius,2000,71.0,177.0,0.0,4.6,5.821035985250043,88.0,0.0,25.3,88.0,3.78,88.0,0.09531017980432493,8.1,0.667,12.1
Mauritius,2001,71.5,177.0,0.0,4.38,4.2648657933675675,92.0,0.0,25.8,93.0,3.87,92.0,0.09531017980432493,8.0,0.673,12.2
Mauritius,2002,71.5,179.0,0.0,4.14,5.915208875490272,88.0,0.0,26.4,88.0,4.24,88.0,0.09531017980432493,7.9,0.683,12.5
Mauritius,2003,71.5,174.0,0.0,4.08,6.013175308639919,97.0,6.656726524178391,26.9,99.0,4.15,99.0,0.09531017980432493,7.9,0.687,12.6
Mauritius,2004,71.9,168.0,0.0,4.16,6.235175128194226,98.0,3.367295829986474,27.5,98.0,4.29,98.0,0.09531017980432493,7.8,0.696,12.8
Mauritius,2005,72.1,168.0,0.0,3.94,6.175708021875499,97.0,2.0794415416798357,28.0,97.0,4.47,97.0,0.09531017980432493,7.7,0.704,13.0
Mauritius,2006,71.8,165.0,0.0,3.73,6.22135428087603,97.0,1.3862943611198906,28.6,98.0,4.38,97.0,0.09531017980432493,7.6,0.713,13.4
Mauritius,2007,72.9,161.0,0.0,3.24,6.369069086041864,97.0,2.6390573296152584,29.1,96.0,4.24,97.0,0.09531017980432493,7.5,0.72,13.5
Mauritius,2008,72.7,166.0,0.0,2.49,2.034572632456343,99.0,2.5649493574615367,29.7,99.0,4.6,99.0,0.09531017980432493,7.4,0.728,13.6
Mauritius,2009,72.8,166.0,0.0,2.83,6.4381294708330215,99.0,2.772588722239781,3.2,99.0,4.97,99.0,0.09531017980432493,7.3,0.734,13.8
Mauritius,2010,73.3,163.0,0.0,2.95,0.10260710419715828,99.0,2.5649493574615367,3.7,99.0,5.29,99.0,0.1823215567939546,7.2,0.74,14.0
Mauritius,2011,73.6,158.0,0.0,3.03,6.824164131787131,98.0,1.0986122886681098,31.3,98.0,5.2,98.0,0.09531017980432493,7.1,0.748,14.1
Mauritius,2012,73.9,154.0,0.0,0.01,6.820219314056677,98.0,0.0,31.8,98.0,4.76,98.0,0.09531017980432493,7.1,0.756,14.3
Mauritius,2013,74.1,147.0,0.0,0.01,6.82270665961383,98.0,0.0,32.3,98.0,4.82,98.0,0.09531017980432493,7.0,0.765,14.7
Mauritius,2014,74.2,148.0,0.0,0.01,4.755987558227454,97.0,0.0,32.8,98.0,4.81,97.0,0.09531017980432493,7.0,0.769,14.7
Mexico,2000,74.8,129.0,4.02535169073515,4.99,2.418446388178388,97.0,3.4339872044851463,52.4,97.0,4.98,97.0,0.09531017980432493,2.0,0.694,11.4
Mexico,2001,75.0,126.0,3.970291913552122,4.86,2.661035132917276,97.0,1.3862943611198906,53.2,97.0,5.35,97.0,0.09531017980432493,1.9,0.7,11.6
Mexico,2002,75.0,127.0,3.912023005428146,4.77,2.579153559976024,97.0,0.0,54.1,98.0,5.52,97.0,0.09531017980432493,1.9,0.703,11.6
Mexico,2003,75.0,127.0,3.8501476017100584,4.88,6.66211849450598,98.0,3.8066624897703196,54.9,98.0,6.2,98.0,0.09531017980432493,1.9,0.708,11.9
Mexico,2004,75.4,124.0,3.8066624897703196,4.9,6.826359101573198,98.0,4.174387269895637,55.7,98.0,6.11,98.0,0.09531017980432493,1.8,0.714,12.1
Mexico,2005,75.3,126.0,3.7612001156935624,4.93,6.907104872413634,98.0,1.9459101490553132,56.4,98.0,6.4,98.0,0.09531017980432493,1.8,0.719,12.2
Mexico,2006,75.8,125.0,3.713572066704308,5.11,6.888831085038382,98.0,3.1780538303479458,57.2,98.0,5.83,98.0,0.09531017980432493,1.8,0.723,12.2
Mexico,2007,76.0,123.0,3.6635616461296463,5.35,4.670467292139782,98.0,0.0,57.9,98.0,5.92,98.0,0.09531017980432493,1.7,0.731,12.3
Mexico,2008,75.6,127.0,3.6375861597263857,5.36,5.080641505136768,97.0,0.0,58.7,96.0,6.6,96.0,0.09531017980432493,1.7,0.735,12.3
Mexico,2009,75.7,13.0,3.6109179126442243,5.27,6.783026665333264,95.0,0.0,59.4,95.0,6.6,95.0,0.09531017980432493,1.7,0.738,12.5
Mexico,2010,75.6,127.0,3.58351893845611,5.21,6.941228484697452,93.0,0.0,6.1,95.0,6.39,95.0,0.09531017980432493,1.6,0.739,12.5
Mexico,2011,76.1,124.0,3.5553480614894135,5.3,7.019472038155404,98.0,1.3862943611198906,6.8,97.0,6.4,97.0,0.09531017980432493,1.6,0.745,12.6
Mexico,2012,76.3,123.0,3.5263605246161616,5.29,4.733532494386194,99.0,0.0,61.5,99.0,6.21,99.0,0.09531017980432493,1.6,0.748,12.7
Mexico,2013,76.6,12.0,3.4965075614664802,5.23,5.019983958836148,82.0,0.0,62.1,83.0,6.3,83.0,0.09531017980432493,1.6,0.753,12.9
Mexico,2014,76.6,122.0,3.4657359027997265,5.26,5.130926311025658,84.0,1.3862943611198906,62.8,87.0,6.3,87.0,0.09531017980432493,1.6,0.754,13.1
Micronesia (Federated States of),2000,67.0,185.0,0.0,2.23,0.0,87.0,0.0,61.5,85.0,7.88,85.0,0.09531017980432493,0.3,0.0,0.0
Micronesia (Federated States of),2001,67.2,183.0,0.0,2.82,0.0,81.0,0.0,62.0,79.0,8.58,75.0,0.09531017980432493,0.3,0.604,10.1
Micronesia (Federated States of),2002,66.2,21.0,0.0,2.78,0.0,85.0,0.0,62.4,84.0,8.2,84.0,0.09531017980432493,0.2,0.608,10.2
Micronesia (Federated States of),2003,67.5,18.0,0.0,3.15,0.0,89.0,0.0,62.8,88.0,9.69,92.0,0.09531017980432493,0.2,0.612,10.4
Micronesia (Federated States of),2004,67.7,179.0,0.0,2.02,0.0,8.0,0.0,63.2,82.0,1.64,78.0,0.09531017980432493,0.2,0.616,10.5
Micronesia (Federated States of),2005,67.9,178.0,0.0,1.9,0.0,91.0,0.0,63.6,94.0,12.11,94.0,0.09531017980432493,0.2,0.617,10.7
Micronesia (Federated States of),2006,68.0,176.0,0.0,1.73,0.0,84.0,0.0,64.1,81.0,11.92,67.0,0.09531017980432493,0.2,0.622,10.9
Micronesia (Federated States of),2007,68.2,175.0,0.0,1.64,0.0,9.0,0.0,64.7,79.0,11.99,79.0,0.09531017980432493,0.2,0.625,11.0
Micronesia (Federated States of),2008,68.4,174.0,0.0,1.97,0.0,89.0,0.0,65.2,88.0,12.94,85.0,0.09531017980432493,0.2,0.628,11.2
Micronesia (Federated States of),2009,68.5,172.0,0.0,2.06,0.0,89.0,0.0,65.8,81.0,13.44,91.0,0.09531017980432493,0.2,0.629,11.4
Micronesia (Federated States of),2010,68.7,171.0,0.0,1.76,0.0,88.0,0.0,66.4,85.0,13.83,85.0,0.09531017980432493,0.2,0.633,11.5
Micronesia (Federated States of),2011,68.9,169.0,0.0,1.89,0.0,83.0,0.0,67.0,83.0,13.76,84.0,0.09531017980432493,0.2,0.638,11.7
Micronesia (Federated States of),2012,69.0,168.0,0.0,2.98,0.0,82.0,0.0,67.5,81.0,12.77,81.0,0.09531017980432493,0.2,0.64,11.7
Micronesia (Federated States of),2013,69.2,166.0,0.0,1.67,0.0,83.0,0.0,68.1,81.0,13.38,81.0,0.09531017980432493,0.2,0.641,11.7
Micronesia (Federated States of),2014,69.4,164.0,0.0,1.58,0.0,81.0,4.948759890378168,68.7,76.0,13.71,77.0,0.09531017980432493,0.2,0.639,11.7
Mongolia,2000,62.8,274.0,1.0986122886681098,2.79,4.05059096572509,93.0,6.8308742346461795,38.5,94.0,4.92,94.0,0.09531017980432493,2.6,0.582,8.9
Mongolia,2001,63.2,266.0,1.0986122886681098,2.87,4.140738509024288,95.0,9.275940829060131,39.1,95.0,5.45,95.0,0.09531017980432493,2.5,0.588,9.4
Mongolia,2002,63.8,263.0,1.0986122886681098,2.43,4.03616413501024,98.0,7.095064377287131,39.8,98.0,5.81,98.0,0.09531017980432493,2.4,0.599,10.1
Mongolia,2003,64.0,271.0,1.0986122886681098,1.31,4.044048389490847,98.0,2.9444389791664403,4.5,98.0,6.18,98.0,0.09531017980432493,2.4,0.609,10.5
Mongolia,2004,64.0,284.0,1.0986122886681098,1.75,4.307323358073162,98.0,0.0,41.3,99.0,5.99,99.0,0.09531017980432493,2.3,0.621,11.2
Mongolia,2005,64.5,274.0,1.0986122886681098,2.75,4.602001967580178,98.0,0.0,42.1,99.0,5.9,99.0,0.09531017980432493,2.3,0.637,11.8
Mongolia,2006,65.0,271.0,1.0986122886681098,2.91,4.813164756735725,98.0,3.295836866004329,43.0,98.0,4.68,99.0,0.09531017980432493,2.2,0.649,12.7
Mongolia,2007,65.9,26.0,1.0986122886681098,3.79,4.8496689547847645,98.0,2.5649493574615367,43.9,99.0,5.6,95.0,0.09531017980432493,2.2,0.661,13.0
Mongolia,2008,67.4,225.0,1.0986122886681098,4.26,5.204074423244188,96.0,3.4657359027997265,44.9,95.0,5.58,96.0,0.09531017980432493,2.2,0.673,13.4
Mongolia,2009,66.9,235.0,0.6931471805599453,4.61,4.906517659075534,97.0,2.1972245773362196,45.9,96.0,5.29,95.0,0.09531017980432493,2.2,0.686,13.8
Mongolia,2010,66.3,25.0,0.6931471805599453,5.8,3.1491502301479906,96.0,2.0794415416798357,46.9,96.0,4.7,96.0,0.09531017980432493,2.2,0.693,14.3
Mongolia,2011,67.3,235.0,0.6931471805599453,0.01,5.55621132870169,99.0,0.0,48.0,99.0,4.45,99.0,0.09531017980432493,2.2,0.701,14.6
Mongolia,2012,67.8,231.0,0.6931471805599453,0.01,5.540591107750511,99.0,0.0,49.2,99.0,4.22,99.0,0.09531017980432493,2.2,0.712,14.7
Mongolia,2013,68.1,227.0,0.6931471805599453,0.01,5.4897467562415905,98.0,0.0,5.4,98.0,4.21,98.0,0.09531017980432493,2.2,0.72,14.7
Mongolia,2014,68.4,225.0,0.6931471805599453,0.01,5.641915578703341,99.0,0.0,51.5,99.0,4.73,99.0,0.09531017980432493,2.2,0.729,14.8
Montenegro,2000,73.0,144.0,0.0,0.01,5.61875915834551,9.0,0.0,51.9,9.0,7.32,9.0,0.09531017980432493,2.6,0.0,0.0
Montenegro,2001,73.3,136.0,0.0,0.01,3.5458693818341875,9.0,0.0,52.7,9.0,8.23,9.0,0.09531017980432493,2.5,0.0,0.0
Montenegro,2002,73.4,136.0,0.0,0.01,3.6238138693027064,9.0,0.0,53.5,9.0,8.33,9.0,0.09531017980432493,2.5,0.0,0.0
Montenegro,2003,73.5,134.0,0.0,0.01,6.206733769710616,9.0,0.0,54.2,9.0,8.91,9.0,0.09531017980432493,2.4,0.0,0.0
Montenegro,2004,73.5,134.0,0.0,0.01,4.062542554271533,9.0,0.0,55.0,9.0,8.45,9.0,0.09531017980432493,2.3,0.74,12.6
Montenegro,2005,73.6,133.0,0.0,2.695,6.269678826305975,9.0,0.0,55.7,9.0,8.46,9.0,0.09531017980432493,2.3,0.746,12.8
Montenegro,2006,73.8,13.0,0.0,5.38,6.391465909940591,9.0,0.0,56.5,9.0,8.1,9.0,0.09531017980432493,2.2,0.751,13.2
Montenegro,2007,74.2,125.0,0.0,4.98,6.521385039532793,9.0,0.0,57.2,92.0,6.74,92.0,0.09531017980432493,2.1,0.762,13.6
Montenegro,2008,74.6,121.0,0.0,6.17,6.565449632984109,93.0,0.0,57.8,95.0,6.13,95.0,0.09531017980432493,2.1,0.774,14.2
Montenegro,2009,75.0,117.0,0.0,6.45,6.195795994991235,87.0,0.0,58.5,91.0,6.7,92.0,0.09531017980432493,2.0,0.785,14.6
Montenegro,2010,75.3,115.0,0.0,6.56,6.455960754088251,9.0,1.791759469228055,59.1,93.0,6.9,94.0,0.09531017980432493,2.0,0.787,15.0
Montenegro,2011,75.4,113.0,0.0,6.56,6.503895038035478,91.0,1.791759469228055,59.7,95.0,6.92,95.0,0.09531017980432493,1.9,0.792,15.1
Montenegro,2012,75.6,11.0,0.0,0.01,6.475637900737152,9.0,0.0,6.2,94.0,7.25,94.0,0.09531017980432493,1.9,0.797,15.1
Montenegro,2013,75.8,19.0,0.0,0.01,6.5626484386330795,9.0,0.0,6.7,94.0,6.43,94.0,0.09531017980432493,1.8,0.799,15.1
Montenegro,2014,75.9,17.0,0.0,0.01,6.588966609327953,87.0,0.0,61.3,91.0,6.42,91.0,0.09531017980432493,1.8,0.803,15.1
Morocco,2000,68.6,16.0,3.332204510175204,0.45,4.1654458797736265,43.0,8.905037290767,44.8,95.0,4.18,95.0,0.09531017980432493,6.7,0.519,8.0
Morocco,2001,69.0,155.0,3.295836866004329,0.46,4.278282173607238,84.0,7.9102237070973445,45.7,93.0,4.44,96.0,0.09531017980432493,6.7,0.53,8.5
Morocco,2002,69.5,15.0,3.258096538021482,0.46,4.215519449558891,92.0,8.699681400989514,46.5,94.0,5.31,94.0,0.09531017980432493,6.6,0.54,8.8
Morocco,2003,69.9,146.0,3.2188758248682006,0.58,4.490489278889152,9.0,9.291182759820284,47.3,91.0,5.25,91.0,0.09531017980432493,6.6,0.551,9.3
Morocco,2004,72.0,142.0,3.1780538303479458,0.56,4.618716343111919,95.0,8.764053269347762,48.2,97.0,5.22,97.0,0.09531017980432493,6.5,0.561,9.6
Morocco,2005,77.0,137.0,3.1354942159291497,0.47,2.348453971885413,96.0,0.0,49.1,98.0,5.6,98.0,0.09531017980432493,6.5,0.569,9.8
Morocco,2006,71.0,133.0,3.1354942159291497,0.58,4.857975062443533,95.0,7.1049654482698426,49.9,97.0,5.23,97.0,0.09531017980432493,6.4,0.575,10.0
Morocco,2007,71.4,128.0,3.091042453358316,0.56,5.066657305623769,95.0,7.718240951959316,5.8,95.0,5.48,95.0,0.09531017980432493,6.4,0.581,10.0
Morocco,2008,71.8,123.0,3.091042453358316,0.51,5.149619524856757,97.0,7.283448228756631,51.7,99.0,5.41,99.0,0.09531017980432493,6.4,0.589,10.3
Morocco,2009,72.3,116.0,3.044522437723423,0.62,5.243281742054463,98.0,6.727431724850855,52.7,99.0,5.67,99.0,0.09531017980432493,6.4,0.596,10.5
Morocco,2010,72.8,11.0,3.044522437723423,0.56,5.218512064774822,98.0,6.452048954437226,53.6,99.0,5.86,99.0,0.09531017980432493,6.3,0.603,10.7
Morocco,2011,73.3,14.0,2.995732273553991,0.54,3.139596676275886,98.0,6.890609120147166,54.6,98.0,5.99,99.0,0.09531017980432493,6.3,0.612,11.2
Morocco,2012,73.6,99.0,2.995732273553991,0.55,3.0036278869996016,99.0,6.505784060128229,55.5,99.0,6.15,99.0,0.09531017980432493,6.3,0.623,11.6
Morocco,2013,73.9,97.0,2.9444389791664403,0.45,5.197722670199703,99.0,4.532599493153256,56.5,99.0,5.94,99.0,0.09531017980432493,6.4,0.634,12.1
Morocco,2014,74.1,96.0,2.9444389791664403,0.43,5.296988231138781,99.0,2.3978952727983707,57.5,99.0,5.91,99.0,0.09531017980432493,6.4,0.64,12.1
Mozambique,2000,49.0,43.0,4.543294782270004,1.14,3.8747884678656024,25.0,8.90598676523643,16.5,69.0,6.16,7.0,2.580216829592325,4.2,0.291,5.4
Mozambique,2001,49.5,48.0,4.51085950651685,2.09,3.6590674433378165,25.0,8.865876285425417,16.9,72.0,5.64,73.0,2.667228206581955,4.1,0.298,5.8
Mozambique,2002,49.8,416.0,4.477336814478207,2.16,3.733517456884466,76.0,8.87570644462861,17.3,76.0,6.45,76.0,2.740840023925201,4.0,0.311,6.2
Mozambique,2003,51.0,424.0,4.454347296253507,1.68,3.7733790364577695,76.0,10.271562271425733,17.7,67.0,6.39,85.0,2.791165107812717,4.0,0.318,6.7
Mozambique,2004,54.0,429.0,4.418840607796598,1.54,3.8624536202548674,76.0,9.148145768383065,18.1,69.0,5.91,83.0,2.8273136219290276,3.9,0.332,7.0
